employee_id,name,store_id,role,shift,orders_handled,primary_metric,average_value,performance_score
emp_03546,Bianca Nguyen,store_006,dispenser,morning,14,minutes_per_order,4.57,84.77
emp_04725,Fatima Thomas,store_042,dispenser,midday,14,minutes_per_order,4.57,84.77
emp_02770,Ravi Lee,store_002,dispenser,evening,7,minutes_per_order,4.57,84.77
emp_00643,Fatima Smith,store_023,dispenser,evening,12,minutes_per_order,4.58,84.73
emp_01544,Jalen Gupta,store_050,dispenser,midday,17,minutes_per_order,4.59,84.7
emp_01632,Andre Williams,store_048,dispenser,evening,5,minutes_per_order,4.6,84.67
emp_01896,Ethan Kim,store_003,dispenser,evening,10,minutes_per_order,4.6,84.67
emp_04936,Daniel Jones,store_022,dispenser,midday,5,minutes_per_order,4.6,84.67
emp_04582,Chloe Wilson,store_033,dispenser,evening,15,minutes_per_order,4.6,84.67
emp_02443,Carlos Smith,store_045,dispenser,evening,10,minutes_per_order,4.6,84.67
emp_00922,Amara Brown,store_031,dispenser,midday,10,minutes_per_order,4.6,84.67
emp_02153,Aisha Harris,store_024,dispenser,morning,5,minutes_per_order,4.6,84.67
emp_00882,Jalen Robinson,store_050,dispenser,morning,8,minutes_per_order,4.62,84.6
emp_01045,Andre Davis,store_044,dispenser,midday,13,minutes_per_order,4.62,84.6
emp_00121,Chloe Jones,store_027,dispenser,morning,13,minutes_per_order,4.62,84.6
emp_00467,Carlos Smith,store_034,dispenser,midday,8,minutes_per_order,4.62,84.6
emp_03034,Priya Nguyen,store_025,dispenser,evening,8,minutes_per_order,4.62,84.6
emp_01299,Carlos Gupta,store_036,dispenser,evening,19,minutes_per_order,4.63,84.57
emp_01086,Aarav Carter,store_023,dispenser,evening,19,minutes_per_order,4.63,84.57
emp_00001,Carlos Carter,store_032,dispenser,evening,14,minutes_per_order,4.64,84.53
emp_00228,Jalen Brooks,store_034,dispenser,morning,14,minutes_per_order,4.64,84.53
emp_01594,Deja Davis,store_012,dispenser,evening,14,minutes_per_order,4.64,84.53
emp_03502,Mia Williams,store_008,dispenser,midday,12,minutes_per_order,4.67,84.43
emp_02175,Zoe Patel,store_015,dispenser,morning,9,minutes_per_order,4.67,84.43
emp_03991,Alex Smith,store_033,dispenser,morning,3,minutes_per_order,4.67,84.43
emp_00657,Jalen Anderson,store_025,dispenser,evening,9,minutes_per_order,4.67,84.43
emp_01678,Priya Robinson,store_019,dispenser,midday,12,minutes_per_order,4.67,84.43
emp_04159,Andre Young,store_026,dispenser,evening,12,minutes_per_order,4.67,84.43
emp_00821,Taylor Miller,store_050,dispenser,evening,9,minutes_per_order,4.67,84.43
emp_02417,Carlos Williams,store_041,dispenser,morning,3,minutes_per_order,4.67,84.43
emp_00547,Olivia Garcia,store_007,dispenser,midday,12,minutes_per_order,4.67,84.43
emp_00158,Ben Williams,store_010,dispenser,midday,3,minutes_per_order,4.67,84.43
emp_01795,Ravi Wilson,store_012,dispenser,evening,3,minutes_per_order,4.67,84.43
emp_01577,Olivia Martinez,store_041,stager,evening,3,minutes_per_order,4.67,84.43
emp_00207,Anika Patel,store_024,dispenser,evening,13,minutes_per_order,4.69,84.37
emp_04647,Aisha Kim,store_006,dispenser,morning,16,minutes_per_order,4.69,84.37
emp_04810,Sam Lee,store_049,dispenser,evening,13,minutes_per_order,4.69,84.37
emp_01832,Elena Miller,store_050,dispenser,evening,10,minutes_per_order,4.7,84.33
emp_01152,Noah Williams,store_043,dispenser,evening,7,minutes_per_order,4.71,84.3
emp_02896,Ben Carter,store_020,dispenser,midday,18,minutes_per_order,4.72,84.27
emp_04788,Fatima Patel,store_046,dispenser,evening,11,minutes_per_order,4.73,84.23
emp_02249,Ben Wilson,store_031,dispenser,evening,11,minutes_per_order,4.73,84.23
emp_03246,Andre Johnson,store_005,dispenser,morning,11,minutes_per_order,4.73,84.23
emp_02420,Sofia Brown,store_046,dispenser,midday,15,minutes_per_order,4.73,84.23
emp_03593,Noah Carter,store_046,dispenser,morning,16,minutes_per_order,4.75,84.17
emp_04577,Grace Martinez,store_033,dispenser,evening,12,minutes_per_order,4.75,84.17
emp_04845,Olivia Davis,store_040,dispenser,evening,8,minutes_per_order,4.75,84.17
emp_03679,Maya Brown,store_004,dispenser,midday,8,minutes_per_order,4.75,84.17
emp_00911,Sarah Young,store_013,dispenser,evening,4,minutes_per_order,4.75,84.17
emp_01011,Taylor Diaz,store_008,dispenser,midday,16,minutes_per_order,4.75,84.17
emp_00183,Aisha Patel,store_028,dispenser,evening,8,minutes_per_order,4.75,84.17
emp_04698,Anika Thomas,store_013,dispenser,evening,4,minutes_per_order,4.75,84.17
emp_03416,Hannah Carter,store_020,dispenser,evening,17,minutes_per_order,4.76,84.13
emp_04271,Carlos Thomas,store_010,dispenser,midday,13,minutes_per_order,4.77,84.1
emp_02949,Jordan Miller,store_005,dispenser,morning,9,minutes_per_order,4.78,84.07
emp_03194,Taylor Jones,store_025,dispenser,morning,9,minutes_per_order,4.78,84.07
emp_01352,Deja Harris,store_015,dispenser,evening,9,minutes_per_order,4.78,84.07
emp_00400,Olivia Miller,store_033,dispenser,morning,10,minutes_per_order,4.8,84.0
emp_00679,Fatima Singh,store_021,dispenser,evening,15,minutes_per_order,4.8,84.0
emp_00750,Priya Wilson,store_018,dispenser,midday,15,minutes_per_order,4.8,84.0
emp_01694,Aisha Smith,store_006,stager,evening,5,minutes_per_order,4.8,84.0
emp_02220,Carlos Harris,store_005,dispenser,evening,16,minutes_per_order,4.81,83.97
emp_01306,Priya Davis,store_036,dispenser,evening,16,minutes_per_order,4.81,83.97
emp_02313,Andre Chen,store_023,dispenser,morning,17,minutes_per_order,4.82,83.93
emp_03369,Kai Walker,store_013,dispenser,morning,6,minutes_per_order,4.83,83.9
emp_02878,Amara Miller,store_047,dispenser,morning,12,minutes_per_order,4.83,83.9
emp_00808,Anika Lee,store_032,dispenser,evening,13,minutes_per_order,4.85,83.83
emp_03542,Jalen Smith,store_026,dispenser,evening,7,minutes_per_order,4.86,83.8
emp_02790,Grace Young,store_015,dispenser,morning,7,minutes_per_order,4.86,83.8
emp_03377,Ben Diaz,store_049,dispenser,midday,7,minutes_per_order,4.86,83.8
emp_03178,Noah Davis,store_029,dispenser,evening,7,minutes_per_order,4.86,83.8
emp_01190,Sofia Wilson,store_003,dispenser,midday,15,minutes_per_order,4.87,83.77
emp_04053,Fatima Williams,store_037,dispenser,midday,8,minutes_per_order,4.88,83.73
emp_00958,Jordan Smith,store_045,dispenser,evening,8,minutes_per_order,4.88,83.73
emp_03175,Alex Jones,store_027,dispenser,morning,16,minutes_per_order,4.88,83.73
emp_02128,Anika Nguyen,store_033,dispenser,midday,8,minutes_per_order,4.88,83.73
emp_00883,Aarav Lee,store_009,dispenser,midday,8,minutes_per_order,4.88,83.73
emp_04078,Fatima Young,store_029,dispenser,midday,9,minutes_per_order,4.89,83.7
emp_04086,Hannah Walker,store_025,dispenser,morning,9,minutes_per_order,4.89,83.7
emp_03960,Liam Robinson,store_013,dispenser,midday,9,minutes_per_order,4.89,83.7
emp_00166,Carlos Anderson,store_043,dispenser,midday,9,minutes_per_order,4.89,83.7
emp_01773,Aarav Kim,store_019,dispenser,midday,21,minutes_per_order,4.9,83.67
emp_04215,Ravi Kim,store_029,dispenser,morning,11,minutes_per_order,4.91,83.63
emp_00383,Maya Brown,store_046,dispenser,morning,13,minutes_per_order,4.92,83.6
emp_03402,Kai Chen,store_026,dispenser,morning,13,minutes_per_order,4.92,83.6
emp_00432,Ben Carter,store_033,dispenser,midday,12,minutes_per_order,4.92,83.6
emp_03374,Ethan Young,store_036,dispenser,evening,17,minutes_per_order,4.94,83.53
emp_04812,Sarah Thomas,store_015,dispenser,morning,9,minutes_per_order,5.0,83.33
emp_01613,Bianca Nguyen,store_047,dispenser,midday,26,minutes_per_order,5.0,83.33
emp_04017,Jordan Kim,store_010,dispenser,evening,8,minutes_per_order,5.0,83.33
emp_00563,Sarah Carter,store_002,dispenser,evening,4,minutes_per_order,5.0,83.33
emp_04621,Hannah Gupta,store_020,dispenser,morning,10,minutes_per_order,5.0,83.33
emp_01473,Ravi Brown,store_044,dispenser,midday,9,minutes_per_order,5.0,83.33
emp_04450,Chloe Chen,store_015,dispenser,morning,11,minutes_per_order,5.0,83.33
emp_00440,Amara Baker,store_022,dispenser,morning,6,minutes_per_order,5.0,83.33
emp_04891,Carlos Patel,store_001,dispenser,morning,9,minutes_per_order,5.0,83.33
emp_01163,Noah Garcia,store_035,dispenser,midday,10,minutes_per_order,5.0,83.33
emp_04706,Liam Diaz,store_027,dispenser,evening,11,minutes_per_order,5.0,83.33
emp_04263,Priya Jones,store_002,dispenser,midday,5,minutes_per_order,5.0,83.33
emp_01674,Maya Williams,store_037,dispenser,midday,16,minutes_per_order,5.0,83.33
emp_03420,Deja Chen,store_021,dispenser,morning,15,minutes_per_order,5.0,83.33
emp_02192,Taylor Harris,store_018,dispenser,midday,15,minutes_per_order,5.0,83.33
emp_03428,Sofia Chen,store_041,dispenser,midday,5,minutes_per_order,5.0,83.33
emp_02762,Aisha Williams,store_041,dispenser,morning,7,minutes_per_order,5.0,83.33
emp_04091,Isaiah Jones,store_016,dispenser,evening,5,minutes_per_order,5.0,83.33
emp_03113,Bianca Harris,store_049,dispenser,morning,11,minutes_per_order,5.0,83.33
emp_03304,Daniel Davis,store_049,dispenser,morning,9,minutes_per_order,5.0,83.33
emp_03536,Sarah Young,store_048,dispenser,morning,5,minutes_per_order,5.0,83.33
emp_01967,Chloe Williams,store_014,dispenser,midday,9,minutes_per_order,5.0,83.33
emp_00060,Sofia Robinson,store_050,dispenser,morning,3,minutes_per_order,5.0,83.33
emp_02709,Liam Davis,store_014,dispenser,evening,8,minutes_per_order,5.0,83.33
emp_02590,Andre Thomas,store_001,dispenser,midday,5,minutes_per_order,5.0,83.33
emp_02525,Taylor Miller,store_042,dispenser,midday,10,minutes_per_order,5.0,83.33
emp_01590,Ben Smith,store_043,dispenser,evening,8,minutes_per_order,5.0,83.33
emp_01225,Grace Kim,store_013,dispenser,evening,9,minutes_per_order,5.0,83.33
emp_02330,Anika Chen,store_013,dispenser,morning,8,minutes_per_order,5.0,83.33
emp_01936,Isaiah Lopez,store_015,dispenser,midday,1,minutes_per_order,5.0,83.33
emp_00683,Andre Smith,store_009,dispenser,morning,5,minutes_per_order,5.0,83.33
emp_02803,Fatima Shah,store_022,dispenser,evening,5,minutes_per_order,5.0,83.33
emp_03865,Andre Nguyen,store_022,dispenser,morning,4,minutes_per_order,5.0,83.33
emp_01287,Amara Nguyen,store_042,stager,evening,6,minutes_per_order,5.0,83.33
emp_00222,Daniel Smith,store_040,dispenser,midday,3,minutes_per_order,5.0,83.33
emp_00185,Chloe Nguyen,store_020,dispenser,evening,16,minutes_per_order,5.06,83.13
emp_03015,Alex Shah,store_024,dispenser,midday,18,minutes_per_order,5.06,83.13
emp_03222,Chloe Chen,store_014,dispenser,morning,14,minutes_per_order,5.07,83.1
emp_03018,Jalen Thomas,store_046,dispenser,evening,15,minutes_per_order,5.07,83.1
emp_02959,Bianca Johnson,store_017,dispenser,midday,14,minutes_per_order,5.07,83.1
emp_02272,Elena Carter,store_036,dispenser,evening,12,minutes_per_order,5.08,83.07
emp_02372,Bianca Baker,store_021,dispenser,midday,12,minutes_per_order,5.08,83.07
emp_03227,Alex Martinez,store_026,picker,morning,3,items_per_hour,66.46,83.07
emp_00878,Ravi Robinson,store_006,picker,midday,2,items_per_hour,66.43,83.04
emp_03629,Aarav Shah,store_007,dispenser,evening,11,minutes_per_order,5.09,83.03
emp_01119,Sofia Martinez,store_032,dispenser,midday,18,minutes_per_order,5.11,82.97
emp_04975,Mia Robinson,store_008,dispenser,evening,19,minutes_per_order,5.11,82.97
emp_04293,Layla Gupta,store_042,dispenser,midday,18,minutes_per_order,5.11,82.97
emp_00722,Sarah Patel,store_006,dispenser,midday,9,minutes_per_order,5.11,82.97
emp_03939,Daniel Williams,store_012,dispenser,midday,9,minutes_per_order,5.11,82.97
emp_00881,Olivia Gupta,store_011,dispenser,midday,24,minutes_per_order,5.12,82.93
emp_01529,Mia Chen,store_007,dispenser,midday,8,minutes_per_order,5.12,82.93
emp_03986,Olivia Walker,store_034,dispenser,evening,8,minutes_per_order,5.12,82.93
emp_02614,Noah Miller,store_031,dispenser,morning,8,minutes_per_order,5.12,82.93
emp_03845,Carlos Jones,store_013,dispenser,morning,8,minutes_per_order,5.12,82.93
emp_01729,Fatima Chen,store_007,dispenser,morning,8,minutes_per_order,5.12,82.93
emp_03961,Ravi Garcia,store_017,dispenser,midday,15,minutes_per_order,5.13,82.9
emp_00603,Maya Walker,store_007,dispenser,evening,15,minutes_per_order,5.13,82.9
emp_03666,Priya Smith,store_014,dispenser,evening,15,minutes_per_order,5.13,82.9
emp_04094,Ethan Brooks,store_038,dispenser,morning,15,minutes_per_order,5.13,82.9
emp_03823,Jalen Walker,store_032,dispenser,evening,7,minutes_per_order,5.14,82.87
emp_01763,Bianca Garcia,store_043,dispenser,evening,7,minutes_per_order,5.14,82.87
emp_00229,Fatima Williams,store_029,dispenser,midday,7,minutes_per_order,5.14,82.87
emp_00988,Sarah Brown,store_025,dispenser,evening,7,minutes_per_order,5.14,82.87
emp_04659,Jalen Harris,store_030,dispenser,morning,27,minutes_per_order,5.15,82.83
emp_04332,Aisha Anderson,store_019,dispenser,evening,13,minutes_per_order,5.15,82.83
emp_02465,Sofia Jones,store_021,dispenser,evening,13,minutes_per_order,5.15,82.83
emp_02340,Anika Harris,store_046,picker,evening,4,items_per_hour,66.22,82.78
emp_01778,Jordan Chen,store_017,dispenser,evening,12,minutes_per_order,5.17,82.77
emp_01097,Deja Shah,store_008,dispenser,midday,18,minutes_per_order,5.17,82.77
emp_01055,Chloe Chen,store_012,dispenser,morning,12,minutes_per_order,5.17,82.77
emp_03260,Layla Chen,store_002,dispenser,morning,12,minutes_per_order,5.17,82.77
emp_02514,Noah Miller,store_034,dispenser,evening,6,minutes_per_order,5.17,82.77
emp_04440,Chloe Miller,store_003,dispenser,morning,12,minutes_per_order,5.17,82.77
emp_01220,Hannah Wilson,store_048,dispenser,evening,6,minutes_per_order,5.17,82.77
emp_04768,Noah Thomas,store_040,dispenser,midday,6,minutes_per_order,5.17,82.77
emp_00973,Aarav Williams,store_045,dispenser,morning,6,minutes_per_order,5.17,82.77
emp_02869,Ethan Harris,store_042,picker,evening,3,items_per_hour,66.19,82.74
emp_03769,Isaiah Diaz,store_048,dispenser,midday,11,minutes_per_order,5.18,82.73
emp_00891,Andre Gupta,store_024,dispenser,midday,11,minutes_per_order,5.18,82.73
emp_02215,Ethan Carter,store_045,dispenser,morning,11,minutes_per_order,5.18,82.73
emp_02477,Hannah Lopez,store_036,dispenser,midday,17,minutes_per_order,5.18,82.73
emp_01841,Liam Young,store_017,dispenser,morning,16,minutes_per_order,5.19,82.7
emp_04433,Grace Patel,store_039,dispenser,evening,16,minutes_per_order,5.19,82.7
emp_00703,Olivia Patel,store_039,dispenser,morning,10,minutes_per_order,5.2,82.67
emp_01854,Jalen Wilson,store_025,dispenser,evening,10,minutes_per_order,5.2,82.67
emp_00163,Ethan Nguyen,store_009,dispenser,morning,5,minutes_per_order,5.2,82.67
emp_03641,Aarav Gupta,store_035,dispenser,morning,5,minutes_per_order,5.2,82.67
emp_02130,Chloe Robinson,store_029,dispenser,midday,5,minutes_per_order,5.2,82.67
emp_00738,Isaiah Chen,store_014,dispenser,evening,14,minutes_per_order,5.21,82.63
emp_04327,Sarah Wilson,store_014,dispenser,evening,19,minutes_per_order,5.21,82.63
emp_01886,Aisha Singh,store_003,dispenser,morning,24,minutes_per_order,5.21,82.63
emp_02281,Olivia Martinez,store_036,dispenser,evening,19,minutes_per_order,5.21,82.63
emp_03602,Aisha Jones,store_037,dispenser,evening,14,minutes_per_order,5.21,82.63
emp_03707,Ethan Patel,store_033,dispenser,morning,9,minutes_per_order,5.22,82.6
emp_01254,Anika Harris,store_034,dispenser,midday,9,minutes_per_order,5.22,82.6
emp_01525,Fatima Garcia,store_024,dispenser,morning,9,minutes_per_order,5.22,82.6
emp_03815,Chloe Martinez,store_049,dispenser,evening,9,minutes_per_order,5.22,82.6
emp_01875,Olivia Miller,store_005,dispenser,evening,9,minutes_per_order,5.22,82.6
emp_01186,Alex Anderson,store_043,dispenser,midday,9,minutes_per_order,5.22,82.6
emp_03572,Anika Singh,store_002,dispenser,evening,9,minutes_per_order,5.22,82.6
emp_03896,Maya Singh,store_031,dispenser,midday,9,minutes_per_order,5.22,82.6
emp_03944,Deja Martinez,store_015,stager,midday,9,minutes_per_order,5.22,82.6
emp_02468,Taylor Diaz,store_018,dispenser,midday,13,minutes_per_order,5.23,82.57
emp_04059,Jordan Robinson,store_037,dispenser,morning,13,minutes_per_order,5.23,82.57
emp_03515,Isaiah Miller,store_007,dispenser,midday,13,minutes_per_order,5.23,82.57
emp_04883,Amara Nguyen,store_038,dispenser,midday,13,minutes_per_order,5.23,82.57
emp_00083,Mia Harris,store_018,dispenser,morning,13,minutes_per_order,5.23,82.57
emp_04867,Liam Carter,store_008,dispenser,morning,13,minutes_per_order,5.23,82.57
emp_03195,Jalen Johnson,store_014,dispenser,morning,17,minutes_per_order,5.24,82.53
emp_00043,Elena Garcia,store_039,dispenser,morning,8,minutes_per_order,5.25,82.5
emp_02274,Grace Kim,store_045,dispenser,evening,8,minutes_per_order,5.25,82.5
emp_04161,Hannah Young,store_033,dispenser,morning,8,minutes_per_order,5.25,82.5
emp_03046,Sarah Singh,store_043,dispenser,midday,8,minutes_per_order,5.25,82.5
emp_01025,Fatima Brooks,store_041,dispenser,midday,8,minutes_per_order,5.25,82.5
emp_00261,Kai Shah,store_012,dispenser,midday,8,minutes_per_order,5.25,82.5
emp_02974,Kai Miller,store_003,dispenser,evening,12,minutes_per_order,5.25,82.5
emp_03157,Sarah Chen,store_007,dispenser,morning,16,minutes_per_order,5.25,82.5
emp_02233,Sofia Smith,store_049,dispenser,morning,12,minutes_per_order,5.25,82.5
emp_03225,Liam Diaz,store_045,dispenser,morning,8,minutes_per_order,5.25,82.5
emp_04519,Deja Singh,store_012,dispenser,morning,8,minutes_per_order,5.25,82.5
emp_00055,Fatima Chen,store_049,dispenser,evening,4,minutes_per_order,5.25,82.5
emp_04267,Jalen Nguyen,store_031,dispenser,midday,11,minutes_per_order,5.27,82.43
emp_02548,Sofia Jones,store_032,dispenser,evening,11,minutes_per_order,5.27,82.43
emp_04901,Noah Patel,store_046,dispenser,midday,11,minutes_per_order,5.27,82.43
emp_00732,Hannah Singh,store_033,dispenser,midday,11,minutes_per_order,5.27,82.43
emp_02386,Taylor Young,store_038,dispenser,morning,15,minutes_per_order,5.27,82.43
emp_02667,Sam Brooks,store_050,dispenser,evening,7,minutes_per_order,5.29,82.37
emp_04437,Fatima Williams,store_007,dispenser,evening,14,minutes_per_order,5.29,82.37
emp_01955,Amara Patel,store_013,stager,midday,7,minutes_per_order,5.29,82.37
emp_00078,Bianca Walker,store_020,dispenser,evening,14,minutes_per_order,5.29,82.37
emp_00672,Liam Davis,store_048,dispenser,midday,7,minutes_per_order,5.29,82.37
emp_00327,Anika Martinez,store_043,dispenser,midday,7,minutes_per_order,5.29,82.37
emp_01878,Fatima Lee,store_050,dispenser,midday,14,minutes_per_order,5.29,82.37
emp_03799,Grace Young,store_046,stager,morning,10,minutes_per_order,5.3,82.33
emp_01662,Ethan Baker,store_028,dispenser,morning,10,minutes_per_order,5.3,82.33
emp_02546,Amara Kim,store_005,dispenser,midday,10,minutes_per_order,5.3,82.33
emp_00278,Kai Smith,store_021,dispenser,midday,10,minutes_per_order,5.3,82.33
emp_03648,Bianca Harris,store_038,dispenser,midday,10,minutes_per_order,5.3,82.33
emp_02136,Liam Brooks,store_003,dispenser,midday,16,minutes_per_order,5.31,82.3
emp_03378,Ben Anderson,store_020,dispenser,morning,16,minutes_per_order,5.31,82.3
emp_03913,Kai Garcia,store_023,dispenser,midday,16,minutes_per_order,5.31,82.3
emp_03862,Ben Anderson,store_021,dispenser,morning,12,minutes_per_order,5.33,82.23
emp_00091,Sarah Garcia,store_035,dispenser,evening,12,minutes_per_order,5.33,82.23
emp_01759,Daniel Thomas,store_044,dispenser,morning,9,minutes_per_order,5.33,82.23
emp_02743,Daniel Jones,store_002,stager,evening,6,minutes_per_order,5.33,82.23
emp_00476,Alex Jones,store_015,dispenser,morning,9,minutes_per_order,5.33,82.23
emp_01256,Zoe Gupta,store_041,dispenser,midday,3,minutes_per_order,5.33,82.23
emp_03076,Chloe Carter,store_001,dispenser,midday,3,minutes_per_order,5.33,82.23
emp_04357,Fatima Harris,store_035,dispenser,evening,3,minutes_per_order,5.33,82.23
emp_03579,Noah Brown,store_041,dispenser,morning,3,minutes_per_order,5.33,82.23
